Marial Status,Application mode,Application order,Course,Daytime/Evening,Pre Qual,Pre Qual (grade),Nationality,Mom's Qual,Dad's Qual,Mom's Occupation,Dad's Occupation,Admission grade,Displaced,Tuition fees up to date,Gender,Scholarship,Enroll Age,International,1st - credited,1st - enrolled,1st - evaluations,1st - approved,1st - grade,1st - no evaluations,2nd - credited,2nd - enrolled,2nd - evaluations,2nd - approved,2nd - grade,2nd - no evaluations,Target,1st_approval_rate,1st_evaluation_rate,1st_avg_grade,2nd_approval_rate,2nd_evaluation_rate,2nd_avg_grade,delta_approval_rate,delta_avg_grade,age_group
1,3,1,2,1,1,140.0,0,0,2,3,1,159.9,1,1,0,0,21,0,2,6,14,5,13.666666666666666,0,2,6,10,5,13.0,0,Graduate,0.8333333333333334,2.3333333333333335,0.9761904761904762,0.8333333333333334,1.6666666666666667,1.3,0.0,0.3238095238095239,1
0,3,1,3,0,0,140.0,0,0,0,2,3,100.0,0,0,0,0,31,0,2,6,10,4,11.75,0,0,5,6,1,10.0,0,Dropout,0.6666666666666666,1.6666666666666667,1.175,0.2,1.2,1.6666666666666667,-0.4666666666666666,0.4916666666666667,3
0,2,1,5,1,0,133.1,0,0,0,2,2,116.5,0,1,0,0,34,0,0,7,11,1,10.0,0,0,7,7,1,13.0,0,Dropout,0.14285714285714285,1.5714285714285714,0.9090909090909091,0.14285714285714285,1.0,1.8571428571428572,0.0,0.9480519480519481,3
1,0,1,5,1,0,128.0,0,0,0,3,3,120.0,0,1,0,1,18,0,0,6,8,6,13.5,0,0,6,9,6,12.833333333333334,0,Graduate,1.0,1.3333333333333333,1.6875,1.0,1.5,1.425925925925926,0.0,-0.26157407407407396,0
1,0,3,5,1,0,117.0,0,0,0,3,3,117.0,1,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,1,1,1,1,140.0,0,0,0,1,3,140.0,1,1,0,0,21,0,0,6,12,1,12.0,0,0,6,11,1,11.0,0,Enrolled,0.16666666666666666,2.0,1.0,0.16666666666666666,1.8333333333333333,1.0,0.0,0.0,1
1,0,2,5,1,0,124.0,0,0,0,2,1,118.1,1,0,0,0,18,0,0,6,11,3,13.0,0,0,6,10,5,11.8,0,Dropout,0.5,1.8333333333333333,1.1818181818181819,0.8333333333333334,1.6666666666666667,1.1800000000000002,0.33333333333333337,-0.0018181818181817189,0
1,0,1,3,1,0,158.0,0,0,2,2,3,153.5,1,1,0,0,20,0,0,6,7,6,14.833333333333334,0,0,6,6,6,16.0,0,Graduate,1.0,1.1666666666666667,2.119047619047619,1.0,1.0,2.6666666666666665,0.0,0.5476190476190474,0
1,3,1,1,1,0,137.0,0,0,0,3,2,127.9,1,1,0,0,20,0,0,6,6,6,11.833333333333334,0,0,6,7,6,12.857142857142858,0,Graduate,1.0,1.0,1.9722222222222223,1.0,1.1666666666666667,1.836734693877551,0.0,-0.13548752834467126,0
1,0,3,1,1,0,123.0,0,0,0,3,3,118.8,1,1,0,1,18,0,0,6,10,5,12.0,0,0,6,11,5,12.333333333333334,0,Graduate,0.8333333333333334,1.6666666666666667,1.2,0.8333333333333334,1.8333333333333333,1.1212121212121213,0.0,-0.07878787878787863,0
1,0,1,5,1,0,126.0,0,0,0,3,3,126.7,1,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.333333333333334,0,Graduate,0.6666666666666666,1.8333333333333333,1.1590909090909092,1.0,1.1666666666666667,1.619047619047619,0.33333333333333337,0.4599567099567099,0
1,3,1,2,1,0,170.0,0,0,0,2,1,170.0,1,1,0,0,19,0,0,5,5,0,0.0,5,0,5,7,4,14.75,1,Enrolled,0.0,1.0,0.0,0.8,1.4,2.107142857142857,0.8,2.107142857142857,0
0,2,1,2,1,0,133.1,0,2,1,2,2,110.0,1,1,0,1,30,0,0,6,7,0,0.0,0,0,6,16,1,10.0,0,Dropout,0.0,1.1666666666666667,0.0,0.16666666666666666,2.6666666666666665,0.625,0.16666666666666666,0.625,2
1,0,1,5,1,0,115.0,0,0,0,2,2,115.0,1,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,Graduate,1.0,1.0,2.0,1.0,1.1666666666666667,1.836734693877551,0.0,-0.16326530612244894,0
1,0,3,4,1,0,132.0,0,0,0,3,3,119.0,1,1,0,0,19,0,0,7,9,7,11.677777777777775,0,0,8,8,8,13.8,0,Graduate,1.0,1.2857142857142858,1.2975308641975305,1.0,1.0,1.725,0.0,0.4274691358024696,0
1,0,4,4,1,0,132.0,0,1,0,2,3,121.8,1,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,Graduate,0.875,1.0,1.7,0.875,1.0,1.7,0.0,0.0,0
1,0,1,2,1,0,143.0,0,0,0,3,3,133.4,1,1,0,0,19,0,0,6,7,6,16.0,0,0,6,8,6,15.875,0,Graduate,1.0,1.1666666666666667,2.2857142857142856,1.0,1.3333333333333333,1.984375,0.0,-0.3013392857142856,0
1,0,3,5,1,0,137.0,0,1,1,1,1,131.4,1,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,Graduate,0.8333333333333334,1.5,1.3111111111111111,1.0,1.1666666666666667,1.6428571428571428,0.16666666666666663,0.3317460317460317,0
1,3,1,0,1,0,130.0,0,0,0,3,1,135.0,0,1,1,0,25,0,0,5,5,0,0.0,0,2,6,7,2,14.0,0,Dropout,0.0,1.0,0.0,0.3333333333333333,1.1666666666666667,2.0,0.3333333333333333,2.0,2
1,0,2,1,1,0,121.0,0,0,0,3,3,122.8,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,2,1,5,1,0,130.0,0,0,0,3,1,140.0,0,1,0,1,34,0,0,6,7,6,16.142857142857142,0,0,6,10,6,16.2,0,Graduate,1.0,1.1666666666666667,2.306122448979592,1.0,1.6666666666666667,1.6199999999999999,0.0,-0.6861224489795921,3
1,0,2,4,1,0,135.0,0,0,0,3,2,125.3,1,1,0,1,18,0,0,8,8,7,11.785714285714286,0,0,8,8,7,11.785714285714286,0,Graduate,0.875,1.0,1.4732142857142858,0.875,1.0,1.4732142857142858,0.0,0.0,0
1,0,6,4,1,0,137.0,0,1,1,2,2,126.3,1,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,Graduate,1.0,1.0,1.67796875,1.0,1.0,1.67796875,0.0,0.0,0
1,0,1,1,1,0,100.0,0,0,0,3,4,100.0,0,1,0,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.166666666666666,0,Graduate,1.0,1.3333333333333333,1.5625,0.8333333333333334,1.6666666666666667,1.4166666666666665,-0.16666666666666663,-0.14583333333333348,0
1,0,2,4,1,0,127.0,0,0,0,3,3,121.3,1,1,0,1,20,0,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,Graduate,0.875,1.0,1.5580357142857142,0.875,1.0,1.5580357142857142,0.0,0.0,0
1,2,1,3,0,0,140.0,0,0,0,3,3,135.0,0,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,Enrolled,0.7272727272727273,1.6363636363636365,0.6875,0.5555555555555556,1.6666666666666667,0.84,-0.1717171717171717,0.15249999999999997,1
1,2,1,1,1,0,140.0,0,0,0,3,3,120.0,0,1,0,0,28,0,0,6,8,1,10.0,0,0,6,9,0,0.0,0,Dropout,0.16666666666666666,1.3333333333333333,1.25,0.0,1.5,0.0,-0.16666666666666666,-1.25,2
1,0,1,1,1,0,121.0,0,0,0,3,4,113.7,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0,Enrolled,0.8333333333333334,1.3333333333333333,1.575,1.0,1.6666666666666667,1.2428571428571429,0.16666666666666663,-0.3321428571428571,0
1,3,1,3,1,0,131.0,0,0,0,3,3,129.7,1,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,Graduate,1.0,1.0,2.52,0.8,1.2,2.066666666666667,-0.19999999999999996,-0.45333333333333314,0
0,0,1,3,1,0,151.0,0,0,0,3,3,132.1,1,1,0,0,34,0,0,5,7,2,10.0,0,0,5,6,4,12.0,0,Dropout,0.4,1.4,1.4285714285714286,0.8,1.2,2.0,0.4,0.5714285714285714,3
0,3,1,5,1,0,130.0,0,0,0,3,3,120.3,0,1,0,0,35,0,0,7,7,0,0.0,0,0,6,0,0,0.0,0,Dropout,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1,2,1,3,0,1,120.0,0,0,0,3,3,120.0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0,Graduate,1.0,1.4,1.657142857142857,1.0,1.6,1.5416666666666667,0.0,-0.11547619047619029,3
1,0,2,3,1,0,136.0,0,0,0,2,3,123.1,1,1,0,0,19,0,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,Graduate,1.0,1.3333333333333333,1.5208333333333333,1.0,1.0,2.25,0.0,0.7291666666666667,0
1,0,5,1,1,0,125.0,0,1,0,3,3,119.4,1,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.666666666666666,0,Graduate,0.6666666666666666,1.6666666666666667,1.3599999999999999,0.8333333333333334,1.1666666666666667,1.8095238095238095,0.16666666666666674,0.44952380952380966,0
0,2,1,3,1,0,133.1,0,0,0,3,3,140.0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,Dropout,0.8,1.6,1.5625,1.0,1.6,1.475,0.19999999999999996,-0.08749999999999991,3
1,2,1,5,0,0,133.1,0,1,1,2,2,116.5,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,Enrolled,0.6666666666666666,1.0,2.0416666666666665,0.6666666666666666,1.6666666666666667,1.15,0.0,-0.8916666666666666,1
1,0,1,5,1,0,120.0,0,0,0,3,3,113.0,1,1,0,1,20,0,0,6,7,6,11.714285714285714,0,0,6,8,6,12.625,0,Graduate,1.0,1.1666666666666667,1.673469387755102,1.0,1.3333333333333333,1.578125,0.0,-0.0953443877551019,0
1,0,3,1,1,0,143.0,1,0,0,2,3,133.9,1,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13.0,0,Graduate,1.0,1.1666666666666667,1.9285714285714286,1.0,1.1666666666666667,1.8571428571428572,0.0,-0.0714285714285714,0
1,0,3,4,1,0,133.1,0,0,0,3,3,115.5,1,1,1,1,20,0,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0,Graduate,0.875,1.0,1.6280357142857143,0.875,1.0,1.6280357142857143,0.0,0.0,0
1,0,5,3,1,0,121.0,0,1,0,2,3,116.5,1,0,1,0,18,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,Dropout,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,1,0,1,0,168.0,0,0,0,2,2,171.2,0,1,1,1,18,0,0,5,6,5,17.333333333333332,0,0,5,8,5,18.571428571428573,0,Graduate,1.0,1.2,2.888888888888889,1.0,1.6,2.3214285714285716,0.0,-0.5674603174603172,0
1,0,1,1,1,0,124.0,0,0,0,2,3,119.1,0,1,1,1,20,0,0,5,7,4,11.0,0,0,5,7,4,11.5,0,Graduate,0.8,1.4,1.5714285714285714,0.8,1.4,1.6428571428571428,0.0,0.0714285714285714,0
1,0,2,5,1,0,127.0,0,0,0,1,1,121.1,1,1,1,0,19,0,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,Dropout,0.8571428571428571,1.4285714285714286,1.3666666666666667,0.8571428571428571,1.2857142857142858,1.3888888888888888,0.0,0.022222222222222143,0
1,0,2,1,1,0,129.0,0,1,1,2,3,132.9,1,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,Enrolled,1.0,1.5,1.2638888888888888,0.8333333333333334,1.0,2.3000000000000003,-0.16666666666666663,1.0361111111111114,0
1,0,1,5,1,0,137.0,0,0,1,3,3,132.8,0,1,1,0,19,0,0,6,6,6,12.833333333333334,0,0,6,8,6,11.833333333333334,0,Graduate,1.0,1.0,2.138888888888889,1.0,1.3333333333333333,1.4791666666666667,0.0,-0.6597222222222221,0
1,0,1,1,1,0,120.0,0,0,0,0,0,126.7,1,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,Graduate,0.8333333333333334,1.5,1.4,0.6666666666666666,1.8333333333333333,1.0454545454545454,-0.16666666666666674,-0.3545454545454545,0
1,0,1,4,1,0,110.0,0,0,0,3,3,105.8,1,1,1,0,22,0,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0,Graduate,0.8571428571428571,1.1428571428571428,1.7916666666666667,0.875,1.125,1.5301587301587303,0.017857142857142905,-0.26150793650793647,1
1,0,2,0,1,0,120.0,0,1,0,3,3,117.2,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,Enrolled,0.8,1.6,1.6875,1.0,1.6666666666666667,1.3625,0.19999999999999996,-0.32499999999999996,0
1,0,1,4,1,0,143.0,0,0,0,3,3,140.0,0,1,1,0,19,0,0,8,8,7,14.285714285714286,0,0,8,8,7,14.285714285714286,0,Graduate,0.875,1.0,1.7857142857142858,0.875,1.0,1.7857142857142858,0.0,0.0,0
1,2,1,2,1,1,120.0,0,1,0,3,3,120.0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10.0,0,Dropout,0.5,2.5,0.7833333333333333,0.3333333333333333,2.0,0.8333333333333334,-0.16666666666666669,0.050000000000000044,1
1,0,5,0,1,0,124.0,1,3,1,1,3,119.5,1,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,Graduate,1.0,1.0,2.96,1.0,1.0,3.5200000000000005,0.0,0.5600000000000005,0
0,2,1,2,1,0,168.0,0,1,3,3,1,153.9,0,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,Dropout,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3
0,2,1,5,0,0,133.1,0,1,1,2,2,130.0,0,1,1,0,24,0,0,6,14,1,10.0,0,0,5,5,0,0.0,0,Dropout,0.16666666666666666,2.3333333333333335,0.7142857142857143,0.0,1.0,0.0,-0.16666666666666666,-0.7142857142857143,1
1,2,2,1,1,0,150.0,0,4,4,0,0,107.0,1,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
1,2,1,4,1,0,140.0,0,0,0,3,3,132.8,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,Dropout,0.5714285714285714,1.4285714285714286,1.26,0.7142857142857143,1.2857142857142858,1.3755555555555556,0.1428571428571429,0.11555555555555563,3
1,0,1,3,0,0,145.0,0,2,0,2,3,127.5,1,1,1,0,22,0,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,Graduate,1.0,1.8,1.380952380952381,1.0,1.4,1.6857142857142857,0.0,0.3047619047619048,1
1,0,1,3,1,0,118.0,0,0,0,2,2,123.3,1,1,1,0,26,0,0,6,10,4,10.0,0,0,6,11,3,12.0,0,Enrolled,0.6666666666666666,1.6666666666666667,1.0,0.5,1.8333333333333333,1.0909090909090908,-0.16666666666666663,0.09090909090909083,2
1,0,1,3,1,0,123.0,0,1,0,1,2,122.0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,Dropout,0.6,1.4,1.761904761904762,0.0,1.0,0.0,-0.6,-1.761904761904762,0
1,0,5,3,1,0,120.0,0,2,0,1,3,114.8,1,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,1,1,1,1,140.0,0,2,2,1,1,140.0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,1,1,1,0,126.0,0,2,2,1,4,111.0,0,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.333333333333334,0,Graduate,0.9090909090909091,1.0909090909090908,1.0083333333333333,1.0,1.125,1.4814814814814816,0.09090909090909094,0.4731481481481483,1
1,0,2,1,1,0,137.0,0,1,0,3,3,133.2,1,1,0,1,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.0,0,Graduate,1.0,1.1666666666666667,2.1020408163265305,1.0,1.0,2.5,0.0,0.3979591836734695,0
1,0,3,1,1,0,130.0,0,0,0,3,3,123.0,1,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.833333333333334,0,Graduate,1.0,1.0,2.111111111111111,1.0,1.1666666666666667,1.8333333333333335,0.0,-0.2777777777777777,0
1,2,1,2,1,1,150.0,0,1,0,3,3,150.0,0,1,0,1,23,0,7,12,14,12,14.384615384615383,0,5,10,12,10,13.3,0,Graduate,1.0,1.1666666666666667,1.0274725274725274,1.0,1.2,1.1083333333333334,0.0,0.08086080586080602,1
1,0,3,3,1,0,147.0,0,0,0,2,3,132.3,1,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,Graduate,1.0,1.0,2.68,1.0,1.2,2.033333333333333,0.0,-0.646666666666667,0
1,0,1,4,1,0,140.0,0,0,0,2,3,126.0,1,1,0,0,18,0,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,Graduate,0.875,1.0,1.6642857142857146,0.875,1.0,1.6642857142857146,0.0,0.0,0
1,0,3,4,1,0,132.0,0,0,0,3,3,119.3,1,1,0,0,19,0,0,8,8,7,11.98857142857143,0,0,8,8,7,11.98857142857143,0,Graduate,0.875,1.0,1.4985714285714287,0.875,1.0,1.4985714285714287,0.0,0.0,0
1,2,1,3,1,1,130.0,0,1,0,2,3,133.8,1,1,0,0,21,0,6,11,17,11,11.545454545454543,0,3,9,13,8,12.88888888888889,0,Graduate,1.0,1.5454545454545454,0.6791443850267378,0.8888888888888888,1.4444444444444444,0.9914529914529915,-0.11111111111111116,0.3123086064262537,1
1,0,1,2,1,0,130.0,0,0,0,3,3,126.5,1,1,0,1,18,0,0,6,13,6,16.46153846153846,0,0,6,8,6,13.875,0,Graduate,1.0,2.1666666666666665,1.2662721893491122,1.0,1.3333333333333333,1.734375,0.0,0.46810281065088777,0
1,0,1,1,1,0,151.0,0,0,0,3,2,138.4,1,1,0,1,24,0,0,6,7,6,13.666666666666666,0,0,6,6,6,12.833333333333334,0,Graduate,1.0,1.1666666666666667,1.9523809523809523,1.0,1.0,2.138888888888889,0.0,0.1865079365079365,1
1,0,4,4,1,0,144.0,0,2,2,1,1,129.0,1,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.411111111111111,0,Dropout,1.0,1.1428571428571428,1.58125,1.0,1.125,1.4901234567901236,0.0,-0.09112654320987645,0
1,0,1,1,1,0,127.0,0,0,1,2,3,118.3,1,1,0,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,3,12.0,0,Enrolled,1.0,1.1666666666666667,1.761904761904762,0.5,1.6666666666666667,1.2,-0.5,-0.5619047619047621,0
1,0,2,4,1,0,131.0,0,0,0,3,3,129.8,1,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,Graduate,0.8571428571428571,1.1428571428571428,1.79625,0.875,1.25,1.465,0.017857142857142905,-0.3312499999999998,0
1,0,2,2,1,0,123.0,0,1,0,2,3,113.6,1,1,0,0,19,0,0,5,13,3,12.0,2,0,5,8,4,11.75,0,Enrolled,0.6,2.6,0.9230769230769231,0.8,1.6,1.46875,0.20000000000000007,0.5456730769230769,0
1,0,5,1,1,0,130.0,0,4,0,0,3,128.3,1,0,0,1,18,0,0,6,12,3,12.0,0,0,6,15,3,10.666666666666666,0,Dropout,0.5,2.0,1.0,0.5,2.5,0.711111111111111,0.0,-0.288888888888889,0
1,3,1,3,1,0,130.0,0,1,0,2,3,130.0,0,1,0,1,19,0,0,6,11,4,12.0,0,0,6,14,3,11.0,0,Dropout,0.6666666666666666,1.8333333333333333,1.0909090909090908,0.5,2.3333333333333335,0.7857142857142857,-0.16666666666666663,-0.30519480519480513,0
1,0,2,5,1,0,131.0,0,1,0,2,3,121.9,1,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,Graduate,0.8333333333333334,1.6666666666666667,1.26,0.8333333333333334,1.1666666666666667,1.5999999999999999,0.0,0.33999999999999986,0
1,0,5,5,1,1,135.0,0,1,0,3,1,129.4,0,1,0,0,18,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.333333333333334,0,Graduate,1.0,1.0,2.0277777777777777,1.0,1.0,2.055555555555556,0.0,0.027777777777778123,0
1,0,2,5,1,0,123.0,0,0,1,3,4,115.3,1,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,Enrolled,0.8571428571428571,1.1428571428571428,1.6875,0.8571428571428571,1.1428571428571428,1.75,0.0,0.0625,0
1,0,5,4,1,0,145.0,0,0,0,3,3,125.5,1,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,Graduate,1.0,1.0,1.72046875,1.0,1.0,1.72046875,0.0,0.0,0
1,0,6,4,1,0,118.0,0,0,0,2,2,117.8,1,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,Graduate,0.8571428571428571,1.5714285714285714,1.1272727272727272,0.8571428571428571,1.1428571428571428,1.6,0.0,0.4727272727272729,0
1,0,3,3,1,0,125.0,0,2,0,1,4,118.7,1,1,0,0,18,0,0,5,16,4,10.666666666666666,0,0,5,11,2,12.0,0,Enrolled,0.8,3.2,0.6666666666666666,0.4,2.2,1.0909090909090908,-0.4,0.4242424242424242,0
1,0,2,4,1,0,152.0,0,0,0,3,3,139.0,1,1,0,0,18,0,0,7,7,6,14.333333333333334,0,0,7,7,6,14.333333333333334,0,Graduate,0.8571428571428571,1.0,2.047619047619048,0.8571428571428571,1.0,2.047619047619048,0.0,0.0,0
1,0,1,2,1,0,101.0,0,1,0,2,3,98.9,1,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.666666666666666,0,Enrolled,0.6666666666666666,2.0,1.0416666666666667,0.3333333333333333,2.1666666666666665,0.9743589743589743,-0.3333333333333333,-0.0673076923076924,1
1,0,1,3,1,0,137.0,0,4,0,0,3,137.7,1,0,0,0,19,0,0,6,14,1,10.0,0,0,6,13,0,0.0,0,Dropout,0.16666666666666666,2.3333333333333335,0.7142857142857143,0.0,2.1666666666666665,0.0,-0.16666666666666666,-0.7142857142857143,0
1,0,4,4,1,0,123.0,0,1,1,1,1,113.6,1,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.622222222222224,0,Graduate,1.0,1.1428571428571428,1.83703125,1.0,1.125,1.6246913580246916,0.0,-0.21233989197530834,1
1,0,1,2,1,0,120.0,0,3,1,1,3,113.4,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,Enrolled,0.6666666666666666,2.3333333333333335,0.8214285714285714,0.5,2.8333333333333335,0.8088235294117647,-0.16666666666666663,-0.012605042016806678,0
1,0,3,4,1,0,131.0,0,0,0,3,3,128.5,0,1,0,1,18,0,0,7,9,7,12.855555555555556,0,0,8,8,8,13.9125,0,Graduate,1.0,1.2857142857142858,1.4283950617283951,1.0,1.0,1.7390625,0.0,0.3106674382716048,0
1,0,1,4,1,0,141.0,0,1,1,1,4,142.8,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.994444444444444,0,Graduate,1.0,1.0,1.957142857142857,1.0,1.125,1.5549382716049382,0.0,-0.4022045855379188,0
1,0,1,2,1,0,144.0,0,2,1,1,1,137.7,0,0,0,0,23,0,0,5,9,0,0.0,3,1,5,10,1,12.0,3,Dropout,0.0,1.8,0.0,0.2,2.0,1.2,0.2,1.2,1
1,0,1,5,1,0,107.0,0,0,0,3,3,103.5,1,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12.0,0,Enrolled,0.5,2.1666666666666665,0.8615384615384615,0.6666666666666666,1.5,1.3333333333333333,0.16666666666666663,0.4717948717948718,0
1,0,1,4,1,0,133.0,0,0,0,2,2,123.2,0,1,0,0,18,0,0,7,7,7,13.285714285714286,0,0,8,9,8,13.333333333333334,0,Graduate,1.0,1.0,1.8979591836734695,1.0,1.125,1.4814814814814816,0.0,-0.4164777021919879,0
1,0,2,5,1,0,126.0,0,1,0,1,4,126.0,1,1,0,0,19,0,0,6,9,5,13.0,0,0,6,8,5,10.4,0,Enrolled,0.8333333333333334,1.5,1.4444444444444444,0.8333333333333334,1.3333333333333333,1.3,0.0,-0.14444444444444438,0
1,2,1,4,1,0,133.1,0,1,0,1,3,121.7,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.685714285714283,0,Enrolled,0.8571428571428571,1.1428571428571428,1.575,0.8571428571428571,1.2857142857142858,1.2984126984126982,0.0,-0.2765873015873017,2
1,0,1,3,1,0,147.0,0,0,0,3,3,142.8,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12.0,0,Enrolled,1.0,1.0,2.56,0.8,1.0,2.4,-0.19999999999999996,-0.16000000000000014,0
1,3,1,2,1,0,120.0,0,1,0,3,3,120.0,1,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11.0,1,Dropout,0.8333333333333334,2.3333333333333335,0.8214285714285714,0.8333333333333334,2.1666666666666665,0.8461538461538461,0.0,0.02472527472527475,1
1,0,1,4,1,0,130.0,0,0,0,3,3,119.3,1,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,Graduate,0.875,1.0,1.425,0.875,1.0,1.425,0.0,0.0,0
1,2,1,5,1,0,120.0,0,0,0,3,3,121.0,0,1,0,1,21,0,3,6,6,6,12.333333333333334,0,2,6,8,6,11.333333333333334,0,Graduate,1.0,1.0,2.055555555555556,1.0,1.3333333333333333,1.4166666666666667,0.0,-0.6388888888888891,1
1,0,5,1,1,0,138.0,0,0,0,3,3,139.4,1,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,Graduate,0.8333333333333334,1.1666666666666667,1.8285714285714287,0.6666666666666666,1.6666666666666667,1.22,-0.16666666666666674,-0.6085714285714288,0
1,0,1,2,1,0,124.0,0,0,0,3,3,113.9,1,1,0,1,20,0,0,5,8,5,12.0,1,0,5,8,4,15.0,1,Graduate,1.0,1.6,1.5,0.8,1.6,1.875,-0.19999999999999996,0.375,0
1,0,1,5,1,0,133.0,0,0,0,3,3,124.6,1,1,0,1,18,0,0,6,8,5,13.0,0,0,6,9,5,13.5,0,Graduate,0.8333333333333334,1.3333333333333333,1.625,0.8333333333333334,1.5,1.5,0.0,-0.125,0
1,0,1,1,1,0,122.0,0,1,1,2,3,123.8,1,0,0,1,18,0,0,6,6,6,11.833333333333334,0,0,6,8,6,11.0,0,Dropout,1.0,1.0,1.9722222222222223,1.0,1.3333333333333333,1.375,0.0,-0.5972222222222223,0
1,0,3,2,1,0,138.0,0,1,2,2,2,126.3,1,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,6,13.333333333333334,0,Graduate,1.0,1.3333333333333333,1.75,1.0,1.5,1.4814814814814816,0.0,-0.2685185185185184,0
1,0,4,1,1,0,134.0,0,1,1,1,1,120.4,1,1,0,1,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,Graduate,1.0,1.0,2.055555555555556,1.0,1.0,2.25,0.0,0.1944444444444442,0
